"","Year","OriginCountry","flow"
"758",1984,"IRN",-10869
"828",1985,"IRN",23965
"905",1986,"IRN",-1230
"979",1987,"IRN",-11969
"1057",1988,"IRN",-1358
"1152",1989,"IRN",-12376
"1255",1990,"IRN",31454
"1371",1991,"IRN",4084
"1499",1992,"IRN",-16810
"1635",1993,"IRN",85711
"1791",1994,"IRN",32254
"1964",1995,"IRN",20117
"2141",1996,"IRN",77610
"2325",1997,"IRN",757
"2511",1998,"IRN",-3584
"2697",1999,"IRN",-23965
"2885",2000,"IRN",244136
"3077",2001,"IRN",253390
"3270",2002,"IRN",215367
"3468",2003,"IRN",311687
"3667",2004,"IRN",279041
"3865",2005,"IRN",243540
"4062",2006,"IRN",269104
"4261",2007,"IRN",264773
"4458",2008,"IRN",325653
"4656",2009,"IRN",306096
"4855",2010,"IRN",330593
"5053",2011,"IRN",344253
"5254",2012,"IRN",340390
"5457",2013,"IRN",370717
"5661",2014,"IRN",370941
"5869",2015,"IRN",420196
"6080",2016,"IRN",392107
"6289",2017,"IRN",330592
"6497",2018,"IRN",321634
"87",1968,"IRQ",4904
"111",1969,"IRQ",0
"395",1978,"IRQ",8368
"438",1979,"IRQ",-2946
"493",1980,"IRQ",11066
"557",1981,"IRQ",2468
"623",1982,"IRQ",-3605
"688",1983,"IRQ",935
"759",1984,"IRQ",-9604
"829",1985,"IRQ",19663
"906",1986,"IRQ",-6647
"980",1987,"IRQ",273
"1058",1988,"IRQ",28841
"1153",1989,"IRQ",-5148
"1256",1990,"IRQ",11279
"1372",1991,"IRQ",11014
"1500",1992,"IRQ",-3626
"1636",1993,"IRQ",122825
"1792",1994,"IRQ",56147
"1965",1995,"IRQ",217
"2142",1996,"IRQ",54924
"2326",1997,"IRQ",64643
"2512",1998,"IRQ",64238
"2698",1999,"IRQ",17690
"2886",2000,"IRQ",271030
"3078",2001,"IRQ",332629
"3271",2002,"IRQ",318772
"3469",2003,"IRQ",274887
"3668",2004,"IRQ",298999
"3866",2005,"IRQ",257070
"4063",2006,"IRQ",309871
"4262",2007,"IRQ",387732
"4459",2008,"IRQ",375067
"4657",2009,"IRQ",422561
"4856",2010,"IRQ",389304
"5054",2011,"IRQ",358778
"5255",2012,"IRQ",394010
"5458",2013,"IRQ",381408
"5662",2014,"IRQ",429094
"5870",2015,"IRQ",496410
"6081",2016,"IRQ",430309
"6290",2017,"IRQ",383133
"6498",2018,"IRQ",432585
"2143",1996,"ISL",6775
"2327",1997,"ISL",2
"2513",1998,"ISL",0
"2699",1999,"ISL",0
"2887",2000,"ISL",2
"3272",2002,"ISL",1255
"3470",2003,"ISL",4608
"3669",2004,"ISL",21716
"3867",2005,"ISL",2113
"4064",2006,"ISL",1677
"4263",2007,"ISL",1697
"4460",2008,"ISL",0
"4658",2009,"ISL",-6771
"4857",2010,"ISL",3374
"5055",2011,"ISL",-2037
"5256",2012,"ISL",3374
"5459",2013,"ISL",5411
"5663",2014,"ISL",2043
"5871",2015,"ISL",5413
"6082",2016,"ISL",5413
"6291",2017,"ISL",1
"6499",2018,"ISL",1
"1059",1988,"ISR",5415
"1154",1989,"ISR",0
"1257",1990,"ISR",14015
"1373",1991,"ISR",-1777
"1501",1992,"ISR",10105
"1637",1993,"ISR",2950
"1793",1994,"ISR",13798
"1966",1995,"ISR",-8533
"2144",1996,"ISR",3349
"2328",1997,"ISR",12792
"2514",1998,"ISR",-8
"2700",1999,"ISR",-8248
"2888",2000,"ISR",60160
"3079",2001,"ISR",19275
"3273",2002,"ISR",59725
"3471",2003,"ISR",87092
"3670",2004,"ISR",85571
"3868",2005,"ISR",61851
"4065",2006,"ISR",62913
"4264",2007,"ISR",76330
"4461",2008,"ISR",71382
"4659",2009,"ISR",93429
"4858",2010,"ISR",85653
"5056",2011,"ISR",40338
"5257",2012,"ISR",61612
"5460",2013,"ISR",66405
"5664",2014,"ISR",91212
"5872",2015,"ISR",98010
"6083",2016,"ISR",112017
"6292",2017,"ISR",39143
"6500",2018,"ISR",62807
"1502",1992,"ITA",2
"1638",1993,"ITA",3374
"1794",1994,"ITA",6909
"1967",1995,"ITA",-938
"2145",1996,"ITA",2887
"2329",1997,"ITA",3313
"2515",1998,"ITA",14119
"2701",1999,"ITA",-2597
"2889",2000,"ITA",12583
"3080",2001,"ITA",15651
"3274",2002,"ITA",14194
"3472",2003,"ITA",23811
"3671",2004,"ITA",-4060
"3869",2005,"ITA",20274
"4066",2006,"ITA",21674
"4265",2007,"ITA",4691
"4462",2008,"ITA",4530
"4660",2009,"ITA",21707
"4859",2010,"ITA",30803
"5057",2011,"ITA",27710
"5258",2012,"ITA",30758
"5461",2013,"ITA",22872
"5665",2014,"ITA",32065
"5873",2015,"ITA",38135
"6084",2016,"ITA",45731
"6293",2017,"ITA",36052
"6501",2018,"ITA",17834
"1639",1993,"JAM",5413
"1795",1994,"JAM",6775
"1968",1995,"JAM",3304
"2146",1996,"JAM",-5414
"2330",1997,"JAM",1436
"2516",1998,"JAM",-9040
"2702",1999,"JAM",2282
"2890",2000,"JAM",13623
"3081",2001,"JAM",17789
"3275",2002,"JAM",36735
"3473",2003,"JAM",34326
"3672",2004,"JAM",25072
"3870",2005,"JAM",17136
"4067",2006,"JAM",28810
"4266",2007,"JAM",26632
"4463",2008,"JAM",22881
"4661",2009,"JAM",14030
"4860",2010,"JAM",32021
"5058",2011,"JAM",41589
"5259",2012,"JAM",27880
"5462",2013,"JAM",27830
"5666",2014,"JAM",45061
"5874",2015,"JAM",66826
"6085",2016,"JAM",48736
"6294",2017,"JAM",31903
"6502",2018,"JAM",63475
"689",1983,"JOR",3374
"760",1984,"JOR",2039
"830",1985,"JOR",4
"907",1986,"JOR",-4
"981",1987,"JOR",1362
"1060",1988,"JOR",2660
"1155",1989,"JOR",9433
"1258",1990,"JOR",3692
"1374",1991,"JOR",14398
"1503",1992,"JOR",4202
"1640",1993,"JOR",-4666
"1796",1994,"JOR",-8501
"1969",1995,"JOR",10246
"2147",1996,"JOR",9582
"2331",1997,"JOR",-908
"2517",1998,"JOR",38066
"2703",1999,"JOR",-7046
"2891",2000,"JOR",82471
"3082",2001,"JOR",89220
"3276",2002,"JOR",79860
"3474",2003,"JOR",87573
"3673",2004,"JOR",96461
"3871",2005,"JOR",81195
"4068",2006,"JOR",121196
"4267",2007,"JOR",131725
"4464",2008,"JOR",139629
"4662",2009,"JOR",95566
"4861",2010,"JOR",117719
"5059",2011,"JOR",128866
"5260",2012,"JOR",134014
"5463",2013,"JOR",216774
"5667",2014,"JOR",158682
"5875",2015,"JOR",263076
"6086",2016,"JOR",210393
"6295",2017,"JOR",164954
"6503",2018,"JOR",161815
"1797",1994,"JPN",9433
"1970",1995,"JPN",-4020
"2148",1996,"JPN",-2039
"2332",1997,"JPN",-3370
"2518",1998,"JPN",3372
"2704",1999,"JPN",0
"2892",2000,"JPN",5863
"3083",2001,"JPN",14043
"3277",2002,"JPN",15487
"3475",2003,"JPN",11469
"3674",2004,"JPN",34889
"3872",2005,"JPN",7501
"4069",2006,"JPN",6580
"4268",2007,"JPN",19607
"4465",2008,"JPN",1968
"4663",2009,"JPN",-4274
"4862",2010,"JPN",11916
"5060",2011,"JPN",29015
"5261",2012,"JPN",21249
"5464",2013,"JPN",21709
"5668",2014,"JPN",20445
"5876",2015,"JPN",34613
"6087",2016,"JPN",26786
"6296",2017,"JPN",19245
"6504",2018,"JPN",21729
"1504",1992,"KAZ",2
"1641",1993,"KAZ",2
"1798",1994,"KAZ",4299
"1971",1995,"KAZ",5706
"2149",1996,"KAZ",25323
"2333",1997,"KAZ",4744
"2519",1998,"KAZ",10399
"2705",1999,"KAZ",31129
"2893",2000,"KAZ",76505
"3084",2001,"KAZ",58682
"3278",2002,"KAZ",47125
"3476",2003,"KAZ",118744
"3675",2004,"KAZ",66743
"3873",2005,"KAZ",76685
"4070",2006,"KAZ",125180
"4269",2007,"KAZ",69988
"4466",2008,"KAZ",93997
"4664",2009,"KAZ",119067
"4863",2010,"KAZ",114243
"5061",2011,"KAZ",115108
"5262",2012,"KAZ",150485
"5465",2013,"KAZ",128517
"5669",2014,"KAZ",131300
"5877",2015,"KAZ",121064
"6088",2016,"KAZ",112248
"6297",2017,"KAZ",82963
"6505",2018,"KAZ",111682
"291",1975,"KEN",10640
"358",1977,"KEN",877
"396",1978,"KEN",9199
"439",1979,"KEN",0
"1061",1988,"KEN",3374
"1156",1989,"KEN",0
"1259",1990,"KEN",9435
"1375",1991,"KEN",4295
"1505",1992,"KEN",4539
"1642",1993,"KEN",18062
"1799",1994,"KEN",19874
"1972",1995,"KEN",7360
"2150",1996,"KEN",14034
"2334",1997,"KEN",9743
"2520",1998,"KEN",22518
"2706",1999,"KEN",-15502
"2894",2000,"KEN",42213
"3085",2001,"KEN",93057
"3279",2002,"KEN",104792
"3477",2003,"KEN",94119
"3676",2004,"KEN",71916
"3874",2005,"KEN",80946
"4071",2006,"KEN",104556
"4270",2007,"KEN",104638
"4467",2008,"KEN",157937
"4665",2009,"KEN",123928
"4864",2010,"KEN",179688
"5062",2011,"KEN",186861
"5263",2012,"KEN",212403
"5466",2013,"KEN",176794
"5670",2014,"KEN",142711
"5878",2015,"KEN",220624
"6089",2016,"KEN",175932
"6298",2017,"KEN",146139
"6506",2018,"KEN",169962
"1643",1993,"KGZ",2
"1800",1994,"KGZ",1255
"1973",1995,"KGZ",9061
"2151",1996,"KGZ",2123
"2335",1997,"KGZ",12132
"2521",1998,"KGZ",14925
"2707",1999,"KGZ",-2091
"2895",2000,"KGZ",82243
"3086",2001,"KGZ",98157
"3280",2002,"KGZ",70186
"3478",2003,"KGZ",83996
"3677",2004,"KGZ",137031
"3875",2005,"KGZ",85525
"4072",2006,"KGZ",126646
"4271",2007,"KGZ",87192
"4468",2008,"KGZ",86883
"4666",2009,"KGZ",72522
"4865",2010,"KGZ",160324
"5063",2011,"KGZ",154258
"5264",2012,"KGZ",97612
"5467",2013,"KGZ",156618
"5671",2014,"KGZ",134248
"5879",2015,"KGZ",83808
"6090",2016,"KGZ",138069
"6299",2017,"KGZ",54839
"6507",2018,"KGZ",115927
"169",1971,"KHM",8462
"200",1972,"KHM",-183
"227",1973,"KHM",-2099
"292",1975,"KHM",3064
"326",1976,"KHM",-29
"359",1977,"KHM",9821
"397",1978,"KHM",-8149
"440",1979,"KHM",12526
"494",1980,"KHM",4479
"558",1981,"KHM",13007
"624",1982,"KHM",19237
"690",1983,"KHM",-8340
"761",1984,"KHM",-20974
"831",1985,"KHM",12676
"908",1986,"KHM",-7479
"982",1987,"KHM",5140
"1062",1988,"KHM",4439
"1157",1989,"KHM",-11230
"1260",1990,"KHM",3491
"1376",1991,"KHM",4178
"1506",1992,"KHM",16727
"1644",1993,"KHM",11070
"1801",1994,"KHM",-28719
"1974",1995,"KHM",43087
"2152",1996,"KHM",-2776
"2336",1997,"KHM",21719
"2522",1998,"KHM",-3171
"2708",1999,"KHM",19406
"2896",2000,"KHM",54975
"3087",2001,"KHM",63488
"3281",2002,"KHM",52612
"3479",2003,"KHM",60589
"3678",2004,"KHM",35475
"3876",2005,"KHM",58782
"4073",2006,"KHM",53123
"4272",2007,"KHM",20100
"4469",2008,"KHM",60988
"4667",2009,"KHM",30410
"4866",2010,"KHM",56068
"5064",2011,"KHM",60310
"5265",2012,"KHM",23917
"5468",2013,"KHM",49489
"5672",2014,"KHM",51647
"5880",2015,"KHM",99040
"6091",2016,"KHM",43996
"6300",2017,"KHM",13833
"6508",2018,"KHM",53663
"3282",2002,"KIR",3376
"3480",2003,"KIR",-1462
"3679",2004,"KIR",7035
"3877",2005,"KIR",7827
"4074",2006,"KIR",16850
"4273",2007,"KIR",-2250
"4470",2008,"KIR",2
"4668",2009,"KIR",-7823
"4867",2010,"KIR",5415
"5065",2011,"KIR",5413
"5266",2012,"KIR",5088
"5469",2013,"KIR",-2975
"5673",2014,"KIR",-2266
"5881",2015,"KIR",3374
"6092",2016,"KIR",-3372
"6301",2017,"KIR",-1
"6509",2018,"KIR",0
"2897",2000,"KNA",5415
"3088",2001,"KNA",4
"3283",2002,"KNA",11199
"3481",2003,"KNA",3403
"3680",2004,"KNA",2
"3878",2005,"KNA",5573
"4075",2006,"KNA",4576
"4274",2007,"KNA",10075
"4471",2008,"KNA",13449
"4669",2009,"KNA",3822
"4868",2010,"KNA",6317
"5066",2011,"KNA",2218
"5267",2012,"KNA",-6047
"5470",2013,"KNA",11251
"5674",2014,"KNA",20627
"5882",2015,"KNA",28259
"6093",2016,"KNA",33283
"6302",2017,"KNA",8103
"6510",2018,"KNA",-4424
"1377",1991,"KOR",7825
"1507",1992,"KOR",0
"1645",1993,"KOR",3374
"1802",1994,"KOR",13884
"1975",1995,"KOR",541
"2153",1996,"KOR",14106
"2337",1997,"KOR",-8338
"2523",1998,"KOR",10315
"2709",1999,"KOR",-4689
"2898",2000,"KOR",30405
"3089",2001,"KOR",5970
"3284",2002,"KOR",24687
"3482",2003,"KOR",31342
"3681",2004,"KOR",9609
"3879",2005,"KOR",30036
"4076",2006,"KOR",26425
"4275",2007,"KOR",27844
"4472",2008,"KOR",28910
"4670",2009,"KOR",23543
"4869",2010,"KOR",10995
"5067",2011,"KOR",52421
"5268",2012,"KOR",52288
"5471",2013,"KOR",58638
"5675",2014,"KOR",50498
"5883",2015,"KOR",54412
"6094",2016,"KOR",39602
"6303",2017,"KOR",17246
"6511",2018,"KOR",48717
"1261",1990,"KWT",12300
"1378",1991,"KWT",317
"1508",1992,"KWT",10483
"1646",1993,"KWT",18466
"1803",1994,"KWT",1426
"1976",1995,"KWT",13297
"2154",1996,"KWT",-16803
"2338",1997,"KWT",23148
"2524",1998,"KWT",-20553
"2710",1999,"KWT",7051
"2899",2000,"KWT",45330
"3090",2001,"KWT",21104
"3285",2002,"KWT",39647
"3483",2003,"KWT",71725
"3682",2004,"KWT",24821
"3880",2005,"KWT",67144
"4077",2006,"KWT",24536
"4276",2007,"KWT",63254
"4473",2008,"KWT",53540
"4671",2009,"KWT",48497
"4870",2010,"KWT",95504
"5068",2011,"KWT",84215
"5269",2012,"KWT",103322
"5472",2013,"KWT",44614
"5676",2014,"KWT",87849
"5884",2015,"KWT",109326
"6095",2016,"KWT",98604
"6304",2017,"KWT",110040
"6512",2018,"KWT",83559
"293",1975,"LAO",8328
"327",1976,"LAO",623
"360",1977,"LAO",1068
"398",1978,"LAO",-9178
"441",1979,"LAO",373
"495",1980,"LAO",13841
"559",1981,"LAO",3385
"625",1982,"LAO",15770
"691",1983,"LAO",-6493
"762",1984,"LAO",-1152
"832",1985,"LAO",-4900
"909",1986,"LAO",-2190
"983",1987,"LAO",-2536
"1063",1988,"LAO",18504
"1158",1989,"LAO",10175
"1262",1990,"LAO",-3703
"1379",1991,"LAO",1414
"1509",1992,"LAO",4937
"1647",1993,"LAO",14209
"1804",1994,"LAO",-1883
"1977",1995,"LAO",-6870
"2155",1996,"LAO",7990
"2339",1997,"LAO",21193
"2525",1998,"LAO",-5908
"2711",1999,"LAO",15362
"2900",2000,"LAO",19888
"3091",2001,"LAO",36789
"3286",2002,"LAO",21428
"3484",2003,"LAO",40759
"3683",2004,"LAO",46226
"3881",2005,"LAO",11186
"4078",2006,"LAO",20517
"4277",2007,"LAO",19884
"4474",2008,"LAO",23723
"4672",2009,"LAO",26953
"4871",2010,"LAO",37449
"5069",2011,"LAO",20820
"5270",2012,"LAO",-3885
"5473",2013,"LAO",20879
"5677",2014,"LAO",22469
"5885",2015,"LAO",20968
"6096",2016,"LAO",16557
"6305",2017,"LAO",-1110
"6513",2018,"LAO",21850
"626",1982,"LBN",11713
"692",1983,"LBN",3859
"763",1984,"LBN",-1437
"833",1985,"LBN",469
"910",1986,"LBN",-5635
"1064",1988,"LBN",4864
"1159",1989,"LBN",18324
"1263",1990,"LBN",7209
"1380",1991,"LBN",4253
"1510",1992,"LBN",-1493
"1648",1993,"LBN",11965
"1805",1994,"LBN",3408
"1978",1995,"LBN",16978
"2156",1996,"LBN",-476
"2340",1997,"LBN",55441
"2526",1998,"LBN",15630
"2712",1999,"LBN",-5768
"2901",2000,"LBN",78971
"3092",2001,"LBN",66994
"3287",2002,"LBN",127846
"3485",2003,"LBN",113252
"3684",2004,"LBN",111639
"3882",2005,"LBN",117092
"4079",2006,"LBN",200474
"4278",2007,"LBN",172059
"4475",2008,"LBN",174417
"4673",2009,"LBN",102643
"4872",2010,"LBN",100844
"5070",2011,"LBN",136288
"5271",2012,"LBN",189963
"5474",2013,"LBN",186458
"5678",2014,"LBN",257818
"5886",2015,"LBN",280279
"6097",2016,"LBN",270395
"6306",2017,"LBN",154829
"6514",2018,"LBN",166670
"1065",1988,"LBR",20102
"1160",1989,"LBR",3702
"1264",1990,"LBR",38011
"1381",1991,"LBR",21701
"1511",1992,"LBR",14432
"1649",1993,"LBR",38523
"1806",1994,"LBR",20640
"1979",1995,"LBR",3619
"2157",1996,"LBR",47221
"2341",1997,"LBR",38440
"2527",1998,"LBR",65044
"2713",1999,"LBR",28193
"2902",2000,"LBR",137138
"3093",2001,"LBR",221273
"3288",2002,"LBR",189220
"3486",2003,"LBR",363825
"3685",2004,"LBR",349511
"3883",2005,"LBR",299385
"4080",2006,"LBR",337849
"4279",2007,"LBR",319245
"4476",2008,"LBR",264848
"4674",2009,"LBR",279137
"4873",2010,"LBR",318001
"5071",2011,"LBR",199516
"5272",2012,"LBR",220835
"5475",2013,"LBR",209301
"5679",2014,"LBR",338410
"5887",2015,"LBR",262115
"6098",2016,"LBR",237887
"6307",2017,"LBR",133546
"6515",2018,"LBR",122930
"496",1980,"LBY",3515
"560",1981,"LBY",481
"627",1982,"LBY",688
"693",1983,"LBY",310
"764",1984,"LBY",275
"834",1985,"LBY",556
"911",1986,"LBY",-346
"984",1987,"LBY",-973
"1066",1988,"LBY",15918
"1161",1989,"LBY",2911
"1265",1990,"LBY",6711
"1382",1991,"LBY",-3323
"1512",1992,"LBY",8390
"1650",1993,"LBY",13931
"1807",1994,"LBY",2171
"1980",1995,"LBY",8306
"2158",1996,"LBY",14361
"2342",1997,"LBY",12432
"2528",1998,"LBY",27165
"2714",1999,"LBY",-9544
"2903",2000,"LBY",124461
"3094",2001,"LBY",85243
"3289",2002,"LBY",104230
"3487",2003,"LBY",94207
"3686",2004,"LBY",63427
"3884",2005,"LBY",82049
"4081",2006,"LBY",97067
"4280",2007,"LBY",83418
"4477",2008,"LBY",52322
"4675",2009,"LBY",107542
"4874",2010,"LBY",112020
"5072",2011,"LBY",180447
"5273",2012,"LBY",196874
"5476",2013,"LBY",231332
"5680",2014,"LBY",343476
"5888",2015,"LBY",216268
"6099",2016,"LBY",324245
"6308",2017,"LBY",233693
"6516",2018,"LBY",213877
"1981",1995,"LCA",3374
"2159",1996,"LCA",0
"2343",1997,"LCA",2
"2529",1998,"LCA",3401
"2715",1999,"LCA",7823
"2904",2000,"LCA",14668
"3095",2001,"LCA",9007
"3290",2002,"LCA",15885
"3488",2003,"LCA",1738
"3687",2004,"LCA",9331
"3885",2005,"LCA",17200
"4082",2006,"LCA",11848
"4281",2007,"LCA",3910
"4478",2008,"LCA",6354
"4676",2009,"LCA",-3017
"4875",2010,"LCA",14899
"5073",2011,"LCA",15789
"5274",2012,"LCA",11192
"5477",2013,"LCA",39021
"5681",2014,"LCA",30728
"5889",2015,"LCA",12291
"6100",2016,"LCA",11162
"6309",2017,"LCA",8326
"6517",2018,"LCA",11889
"4876",2010,"LIE",2
"835",1985,"LKA",1916
"912",1986,"LKA",8633
"985",1987,"LKA",353
"1067",1988,"LKA",25209
"1162",1989,"LKA",-13695
"1266",1990,"LKA",-1415
"1383",1991,"LKA",6997
"1513",1992,"LKA",18013
"1651",1993,"LKA",62347
"1808",1994,"LKA",5034
"1982",1995,"LKA",42867
"2160",1996,"LKA",27964
"2344",1997,"LKA",-15982
"2530",1998,"LKA",65442
"2716",1999,"LKA",1625
"2905",2000,"LKA",150129
"3096",2001,"LKA",251977
"3291",2002,"LKA",249034
"3489",2003,"LKA",225454
"3688",2004,"LKA",164842
"3886",2005,"LKA",158663
"4083",2006,"LKA",270394
"4282",2007,"LKA",238150
"4479",2008,"LKA",321536
"4677",2009,"LKA",287064
"4877",2010,"LKA",254951
"5074",2011,"LKA",319224
"5275",2012,"LKA",336028
"5478",2013,"LKA",252399
"5682",2014,"LKA",299688
"5890",2015,"LKA",337978
"6101",2016,"LKA",272417
"6310",2017,"LKA",187745
"6518",2018,"LKA",259541
"170",1971,"LSO",8718
"258",1974,"LSO",449
"294",1975,"LSO",3532
"361",1977,"LSO",10640
"399",1978,"LSO",-8371
"442",1979,"LSO",0
"497",1980,"LSO",7165
"561",1981,"LSO",642
"1163",1989,"LSO",6775
"1267",1990,"LSO",0
"1384",1991,"LSO",0
"1652",1993,"LSO",8276
"2161",1996,"LSO",3374
"2345",1997,"LSO",2
"2531",1998,"LSO",0
"2717",1999,"LSO",0
"2906",2000,"LSO",4
"3097",2001,"LSO",8715
"3292",2002,"LSO",13238
"3490",2003,"LSO",5419
"3689",2004,"LSO",12188
"3887",2005,"LSO",8690
"4084",2006,"LSO",7856
"4283",2007,"LSO",-173
"4480",2008,"LSO",13034
"4678",2009,"LSO",9837
"4878",2010,"LSO",12159
"5075",2011,"LSO",5584
"5276",2012,"LSO",10489
"5479",2013,"LSO",15771
"5683",2014,"LSO",28253
"5891",2015,"LSO",16982
"6102",2016,"LSO",15216
"6311",2017,"LSO",-5851
"6519",2018,"LSO",11278
"498",1980,"LTU",2
"562",1981,"LTU",0
"628",1982,"LTU",0
"694",1983,"LTU",0
"765",1984,"LTU",0
"836",1985,"LTU",0
"1268",1990,"LTU",6775
"1385",1991,"LTU",0
"1514",1992,"LTU",6463
"1653",1993,"LTU",5413
"1809",1994,"LTU",10261
"1983",1995,"LTU",556
"2162",1996,"LTU",12336
"2346",1997,"LTU",8640
"2532",1998,"LTU",-16634
"2718",1999,"LTU",1595
"2907",2000,"LTU",53686
"3098",2001,"LTU",33252
"3293",2002,"LTU",47059
"3491",2003,"LTU",41923
"3690",2004,"LTU",4188
"3888",2005,"LTU",10579
"4085",2006,"LTU",51761
"4284",2007,"LTU",1749
"4481",2008,"LTU",11893
"4679",2009,"LTU",37876
"4879",2010,"LTU",26529
"5076",2011,"LTU",51560
"5277",2012,"LTU",36559
"5480",2013,"LTU",52292
"5684",2014,"LTU",35733
"5892",2015,"LTU",33661
"6103",2016,"LTU",34388
"6312",2017,"LTU",39041
"6520",2018,"LTU",29544
"3492",2003,"LUX",2
"3691",2004,"LUX",2
"3889",2005,"LUX",0
"4086",2006,"LUX",3372
"4285",2007,"LUX",0
"4680",2009,"LUX",2
"4880",2010,"LUX",2
"5077",2011,"LUX",2
"5278",2012,"LUX",2
"5481",2013,"LUX",4
"5685",2014,"LUX",3374
"5893",2015,"LUX",0
"6104",2016,"LUX",0
"6313",2017,"LUX",-3372
"6521",2018,"LUX",1
"1515",1992,"LVA",6775
"1654",1993,"LVA",0
"1810",1994,"LVA",26169
"1984",1995,"LVA",-45
"2163",1996,"LVA",19380
"2347",1997,"LVA",-4683
"2533",1998,"LVA",415
"2719",1999,"LVA",-1722
"2908",2000,"LVA",29371
"3099",2001,"LVA",49930
"3294",2002,"LVA",34443
"3493",2003,"LVA",40989
"3692",2004,"LVA",44230
"3890",2005,"LVA",53143
"4087",2006,"LVA",77342
"4286",2007,"LVA",28631
"4482",2008,"LVA",10483
"4681",2009,"LVA",13172
"4881",2010,"LVA",22513
"5078",2011,"LVA",17837
"5279",2012,"LVA",40461
"5482",2013,"LVA",48843
"5686",2014,"LVA",28577
"5894",2015,"LVA",33915
"6105",2016,"LVA",20469
"6314",2017,"LVA",-19323
"6522",2018,"LVA",26524
"2164",1996,"MAC",2
"2348",1997,"MAC",0
"2534",1998,"MAC",0
"2720",1999,"MAC",0
"2909",2000,"MAC",7827
"3100",2001,"MAC",10149
"3295",2002,"MAC",16780
"3494",2003,"MAC",5413
"3693",2004,"MAC",17974
"3891",2005,"MAC",-5501
"4088",2006,"MAC",6775
"4287",2007,"MAC",6775
"4483",2008,"MAC",4
"4682",2009,"MAC",0
"4882",2010,"MAC",2
"5079",2011,"MAC",2
"5280",2012,"MAC",-10075
"5483",2013,"MAC",6777
"5687",2014,"MAC",10599
"5895",2015,"MAC",8790
"6106",2016,"MAC",-1360
"6315",2017,"MAC",9186
"6523",2018,"MAC",4507
"695",1983,"MAR",2
"766",1984,"MAR",0
"837",1985,"MAR",0
"913",1986,"MAR",0
"986",1987,"MAR",3372
"1068",1988,"MAR",2039
"1164",1989,"MAR",2414
"1269",1990,"MAR",10639
"1386",1991,"MAR",913
"1516",1992,"MAR",9458
"1655",1993,"MAR",1849
"1811",1994,"MAR",10026
"1985",1995,"MAR",1477
"2165",1996,"MAR",8296
"2349",1997,"MAR",10527
"2535",1998,"MAR",11028
"2721",1999,"MAR",6450
"2910",2000,"MAR",110996
"3101",2001,"MAR",59756
"3296",2002,"MAR",89464
"3495",2003,"MAR",127977
"3694",2004,"MAR",105402
"3892",2005,"MAR",75577
"4089",2006,"MAR",101528
"4288",2007,"MAR",84709
"4484",2008,"MAR",90564
"4683",2009,"MAR",84168
"4883",2010,"MAR",194256
"5080",2011,"MAR",191047
"5281",2012,"MAR",162586
"5484",2013,"MAR",200651
"5688",2014,"MAR",192234
"5896",2015,"MAR",264659
"6107",2016,"MAR",227388
"6316",2017,"MAR",138033
"6524",2018,"MAR",166993
"2166",1996,"MCO",2
"2350",1997,"MCO",0
"2536",1998,"MCO",0
"2722",1999,"MCO",0
"2911",2000,"MCO",0
"3297",2002,"MCO",4
"3496",2003,"MCO",2
"3695",2004,"MCO",2
"3893",2005,"MCO",5413
"4090",2006,"MCO",7825
"4684",2009,"MCO",2
"4884",2010,"MCO",2
"5081",2011,"MCO",5411
"5282",2012,"MCO",0
"5485",2013,"MCO",0
"5689",2014,"MCO",8717
"5897",2015,"MCO",4
"6108",2016,"MCO",2
"6317",2017,"MCO",-5411
"6525",2018,"MCO",0
"1656",1993,"MDA",8789
"1812",1994,"MDA",18772
"1986",1995,"MDA",3517
"2167",1996,"MDA",22417
"2351",1997,"MDA",-9051
"2537",1998,"MDA",21192
"2723",1999,"MDA",20830
"2912",2000,"MDA",86540
"3102",2001,"MDA",105785
"3298",2002,"MDA",97047
"3497",2003,"MDA",106298
"3696",2004,"MDA",106378
"3894",2005,"MDA",115353
"4091",2006,"MDA",115995
"4289",2007,"MDA",121559
"4485",2008,"MDA",88706
"4685",2009,"MDA",79555
"4885",2010,"MDA",113734
"5082",2011,"MDA",86321
"5283",2012,"MDA",82299
"5486",2013,"MDA",127509
"5690",2014,"MDA",56388
"5898",2015,"MDA",115059
"6109",2016,"MDA",130576
"6318",2017,"MDA",102221
"6526",2018,"MDA",122788
"1387",1991,"MDG",2
"1517",1992,"MDG",0
"1657",1993,"MDG",0
"1813",1994,"MDG",4
"1987",1995,"MDG",9898
"2168",1996,"MDG",-66
"2352",1997,"MDG",7357
"2538",1998,"MDG",5776
"2724",1999,"MDG",1178
"2913",2000,"MDG",13387
"3103",2001,"MDG",16010
"3299",2002,"MDG",41785
"3498",2003,"MDG",24470
"3697",2004,"MDG",23327
"3895",2005,"MDG",27211
"4092",2006,"MDG",12136
"4290",2007,"MDG",-3385
"4486",2008,"MDG",17231
"4686",2009,"MDG",29277
"4886",2010,"MDG",37880
"5083",2011,"MDG",20045
"5284",2012,"MDG",12279
"5487",2013,"MDG",58594
"5691",2014,"MDG",67249
"5899",2015,"MDG",55226
"6110",2016,"MDG",67331
"6319",2017,"MDG",24152
"6527",2018,"MDG",26511
"1069",1988,"MDV",2
"1165",1989,"MDV",0
"1270",1990,"MDV",0
"1388",1991,"MDV",0
"2169",1996,"MDV",2
"2353",1997,"MDV",0
