"","OriginCountry","Year","Size"
"5072","CUB",2011,416067
"5073","CYM",2011,3376
"5074","CYP",2011,18940
"5075","CZE",2011,87312
"5076","DEU",2011,53494
"5077","DJI",2011,105778
"5078","DMA",2011,25533
"5079","DNK",2011,15469
"5080","DOM",2011,72072
"5081","DZA",2011,415208
"5082","ECU",2011,171749
"5083","EGY",2011,412762
"5084","ERI",2011,710232
"5085","ESH",2011,67429
"5086","ESP",2011,65901
"5087","EST",2011,62928
"5088","ETH",2011,774147
"5089","FIN",2011,15494
"5090","FJI",2011,49733
"5091","FRA",2011,50314
"5092","GAB",2011,111128
"5093","GBR",2011,66349
"5094","GEO",2011,330874
"5095","GHA",2011,357769
"5096","GIB",2011,3374
"5097","GIN",2011,585605
"5098","GMB",2011,249130
"5099","GNB",2011,224536
"5100","GNQ",2011,93749
"5101","GRC",2011,34729
"5102","GRD",2011,33757
"5103","GTM",2011,159115
"5104","GUY",2011,59247
"5105","HKG",2011,27583
"5106","HND",2011,99234
"5107","HRV",2011,229414
"5108","HTI",2011,197720
"5109","HUN",2011,98907
"5110","IDN",2011,128023
"5111","IND",2011,380597
"5112","IRL",2011,19592
"5113","IRN",2011,719069
"5114","IRQ",2011,893131
"5115","ISL",2011,3378
"5116","ISR",2011,130234
"5117","ITA",2011,45494
"5118","JAM",2011,85677
"5119","JOR",2011,301087
"5120","JPN",2011,35752
"5121","KAZ",2011,244286
"5122","KEN",2011,336778
"5123","KGZ",2011,261344
"5124","KHM",2011,170644
"5125","KIR",2011,10990
"5126","KNA",2011,14406
"5127","KOR",2011,83222
"5128","KWT",2011,192106
"5129","LAO",2011,81935
"5130","LBN",2011,303485
"5131","LBR",2011,614914
"5132","LBY",2011,335009
"5133","LCA",2011,30348
"5134","LKA",2011,608983
"5135","LSO",2011,23531
"5136","LTU",2011,73196
"5137","LUX",2011,2
"5138","LVA",2011,100719
"5139","MAC",2011,10081
"5140","MAR",2011,324585
"5141","MCO",2011,5415
"5142","MDA",2011,197971
"5143","MDG",2011,65587
"5144","MDV",2011,33158
"5145","MEX",2011,109050
"5146","MKD",2011,180424
"5147","MLI",2011,222647
"5148","MLT",2011,8789
"5149","MMR",2011,397443
"5150","MNE",2011,102738
"5151","MNG",2011,216024
"5152","MOZ",2011,53015
"5153","MRT",2011,229279
"5154","MUS",2011,47336
"5155","MWI",2011,80472
"5156","MYS",2011,91595
"5157","NAM",2011,65386
"5158","NER",2011,216294
"5159","NGA",2011,663898
"5160","NIC",2011,110049
"5161","NIU",2011,9433
"5162","NLD",2011,42964
"5163","NOR",2011,16616
"5164","NPL",2011,324585
"5165","NRU",2011,5413
"5166","NZL",2011,20814
"5167","OMN",2011,18659
"5168","PAK",2011,596498
"5169","PAN",2011,33315
"5170","PER",2011,190354
"5171","PHL",2011,181361
"5172","PNG",2011,11931
"5173","POL",2011,126010
"5174","PRK",2011,144748
"5175","PRT",2011,30379
"5176","PRY",2011,54002
"5177","PSE",2011,518306
"5178","QAT",2011,38497
"5179","ROU",2011,168806
"5180","RUS",2011,582869
"5181","RWA",2011,585876
"5182","SAU",2011,95854
"5183","SDN",2011,872429
"5184","SEN",2011,293085
"5185","SGP",2011,35177
"5186","SLB",2011,23597
"5187","SLE",2011,468159
"5188","SLV",2011,195645
"5189","SMR",2011,2
"5190","SOM",2011,988617
"5191","SRB",2011,400899
"5192","SSD",2011,15154
"5193","Stateless",2011,681420
"5194","STP",2011,5725
"5195","SUR",2011,28372
"5196","SVK",2011,83698
"5197","SVN",2011,20529
"5198","SWE",2011,27955
"5199","SWZ",2011,52157
"5200","SYC",2011,8638
"5201","SYR",2011,562196
"5202","TCA",2011,10314
"5203","TCD",2011,502953
"5204","TGO",2011,351597
"5205","THA",2011,102816
"5206","TIB",2011,24471
"5207","TJK",2011,149451
"5208","TKM",2011,180014
"5209","TLS",2011,10077
"5210","TON",2011,13068
"5211","TTO",2011,38902
"5212","TUN",2011,277773
"5213","TUR",2011,413254
"5214","TUV",2011,4
"5215","TZA",2011,254677
"5216","UGA",2011,442626
"5217","UKR",2011,261750
"5218","URY",2011,42857
"5219","USA",2011,140847
"5220","UZB",2011,390551
"5221","Various/Unknown",2011,347438
"5222","VCT",2011,17998
"5223","VEN",2011,187143
"5224","VNM",2011,401703
"5225","VUT",2011,6
"5226","WSM",2011,2
"5227","YEM",2011,345961
"5228","ZAF",2011,150675
"5229","ZMB",2011,72937
"5230","ZWE",2011,328740
"5231","AFG",2012,691703
"5232","AGO",2012,398355
"5233","ALB",2012,255012
"5234","AND",2012,8719
"5235","ARE",2012,69656
"5236","ARG",2012,73296
"5237","ARM",2012,388828
"5238","ATG",2012,24382
"5239","AUS",2012,33972
"5240","AUT",2012,26792
"5241","AZE",2012,276920
"5242","BDI",2012,540211
"5243","BEL",2012,23321
"5244","BEN",2012,182092
"5245","BFA",2012,225190
"5246","BGD",2012,428874
"5247","BGR",2012,197188
"5248","BHR",2012,98367
"5249","BHS",2012,17234
"5250","BIH",2012,273793
"5251","BLR",2012,269033
"5252","BLZ",2012,28543
"5253","BMU",2012,6775
"5254","BOL",2012,129267
"5255","BRA",2012,123538
"5256","BRB",2012,22949
"5257","BRN",2012,2
"5258","BTN",2012,149000
"5259","BWA",2012,44182
"5260","CAF",2012,267243
"5261","CAN",2012,43447
"5262","CHE",2012,17374
"5263","CHL",2012,125057
"5264","CHN",2012,481126
"5265","CIV",2012,752515
"5266","CMR",2012,595679
"5267","COD",2012,1014030
"5268","COG",2012,599672
"5269","COK",2012,2
"5270","COL",2012,377452
"5271","COM",2012,75993
"5272","CPV",2012,26269
"5273","CRI",2012,33128
"5274","CUB",2012,475878
"5275","CYM",2012,2
"5276","CYP",2012,15572
"5277","CZE",2012,93083
"5278","DEU",2012,54526
"5279","DJI",2012,121459
"5280","DMA",2012,28929
"5281","DNK",2012,12095
"5282","DOM",2012,112645
"5283","DZA",2012,424558
"5284","ECU",2012,196929
"5285","EGY",2012,468591
"5286","ERI",2012,764464
"5287","ESH",2012,86125
"5288","ESP",2012,66728
"5289","EST",2012,59649
"5290","ETH",2012,754277
"5291","FIN",2012,19916
"5292","FJI",2012,65928
"5293","FRA",2012,57199
"5294","GAB",2012,116063
"5295","GBR",2012,77720
"5296","GEO",2012,353395
"5297","GHA",2012,376573
"5298","GIB",2012,3374
"5299","GIN",2012,628803
"5300","GMB",2012,283720
"5301","GNB",2012,219032
"5302","GNQ",2012,116820
"5303","GRC",2012,43058
"5304","GRD",2012,30335
"5305","GTM",2012,176984
"5306","GUY",2012,54056
"5307","HKG",2012,31412
"5308","HND",2012,135649
"5309","HRV",2012,188000
"5310","HTI",2012,213190
"5311","HUN",2012,105389
"5312","IDN",2012,112206
"5313","IND",2012,403102
"5314","IRL",2012,20268
"5315","IRN",2012,766670
"5316","IRQ",2012,930520
"5317","ISL",2012,6750
"5318","ISR",2012,135346
"5319","ITA",2012,63771
"5320","JAM",2012,84041
"5321","JOR",2012,296757
"5322","JPN",2012,35961
"5323","KAZ",2012,282782
"5324","KEN",2012,394307
"5325","KGZ",2012,228044
"5326","KHM",2012,146168
"5327","KIR",2012,10665
"5328","KNA",2012,6760
"5329","KOR",2012,99179
"5330","KWT",2012,226643
"5331","LAO",2012,62112
"5332","LBN",2012,355711
"5333","LBR",2012,606222
"5334","LBY",2012,371195
"5335","LCA",2012,28869
"5336","LKA",2012,650313
"5337","LSO",2012,28436
"5338","LTU",2012,71028
"5339","LUX",2012,2
"5340","LVA",2012,119017
"5341","MAC",2012,4
"5342","MAR",2012,305893
"5343","MCO",2012,5415
"5344","MDA",2012,193495
"5345","MDG",2012,55616
"5346","MDV",2012,36440
"5347","MEX",2012,148736
"5348","MHL",2012,3374
"5349","MKD",2012,180923
"5350","MLI",2012,428872
"5351","MLT",2012,8789
"5352","MMR",2012,358959
"5353","MNE",2012,114215
"5354","MNG",2012,211784
"5355","MOZ",2012,66705
"5356","MRT",2012,247039
"5357","MUS",2012,76081
"5358","MWI",2012,73658
"5359","MYS",2012,82762
"5360","NAM",2012,77076
"5361","NER",2012,214984
"5362","NGA",2012,606634
"5363","NIC",2012,116924
"5364","NIU",2012,3
"5365","NLD",2012,42733
"5366","NOR",2012,19992
"5367","NPL",2012,341601
"5368","NZL",2012,20463
"5369","OMN",2012,19403
"5370","PAK",2012,692952
"5371","PAN",2012,43151
"5372","PER",2012,226938
"5373","PHL",2012,211669
"5374","PLW",2012,2
"5375","PNG",2012,16254
"5376","POL",2012,116894
"5377","PRK",2012,142630
"5378","PRT",2012,34026
"5379","PRY",2012,63335
"5380","PSE",2012,575124
"5381","QAT",2012,29022
"5382","ROU",2012,198084
"5383","RUS",2012,543964
"5384","RWA",2012,603579
"5385","SAU",2012,171181
"5386","SDN",2012,854107
"5387","SEN",2012,305966
"5388","SGP",2012,33243
"5389","SLB",2012,26908
"5390","SLE",2012,439900
"5391","SLV",2012,218718
"5392","SMR",2012,2
"5393","SOM",2012,933096
"5394","SRB",2012,395892
"5395","SSD",2012,97291
"5396","Stateless",2012,695458
"5397","STP",2012,5577
"5398","SUR",2012,45467
"5399","SVK",2012,103113
"5400","SVN",2012,12843
"5401","SWE",2012,22234
"5402","SWZ",2012,58433
"5403","SYC",2012,7332
"5404","SYR",2012,788492
"5405","TCA",2012,12236
"5406","TCD",2012,509840
"5407","TGO",2012,382371
"5408","THA",2012,86449
"5409","TIB",2012,1921
"5410","TJK",2012,189471
"5411","TKM",2012,166235
"5412","TLS",2012,18796
"5413","TON",2012,7114
"5414","TTO",2012,45479
"5415","TUN",2012,353472
"5416","TUR",2012,408538
"5417","TUV",2012,6779
"5418","TZA",2012,299932
"5419","UGA",2012,401062
"5420","UKR",2012,273192
"5421","URY",2012,33411
"5422","USA",2012,113820
"5423","UZB",2012,396828
"5424","Various/Unknown",2012,352997
"5425","VCT",2012,27993
"5426","VEN",2012,223744
"5427","VNM",2012,378750
"5428","VUT",2012,2
"5429","WSM",2012,17436
"5430","YEM",2012,378196
"5431","ZAF",2012,162267
"5432","ZMB",2012,105359
"5433","ZWE",2012,321858
"5434","AFG",2013,740955
"5435","AGO",2013,433002
"5436","ALB",2013,270174
"5437","AND",2013,6777
"5438","ARE",2013,60688
"5439","ARG",2013,70771
"5440","ARM",2013,338731
"5441","ATG",2013,17812
"5442","AUS",2013,36675
"5443","AUT",2013,27815
"5444","AZE",2013,308836
"5445","BDI",2013,570439
"5446","BEL",2013,44447
"5447","BEN",2013,191256
"5448","BFA",2013,244075
"5449","BGD",2013,503492
"5450","BGR",2013,195812
"5451","BHR",2013,94266
"5452","BHS",2013,23080
"5453","BIH",2013,243692
"5454","BLR",2013,264934
"5455","BLZ",2013,34652
"5456","BMU",2013,2
"5457","BOL",2013,152611
"5458","BRA",2013,137012
"5459","BRB",2013,40001
"5460","BRN",2013,2
"5461","BTN",2013,149638
"5462","BWA",2013,46173
"5463","CAF",2013,413238
"5464","CAN",2013,58963
"5465","CHE",2013,3826
"5466","CHL",2013,91066
"5467","CHN",2013,470821
"5468","CIV",2013,795397
"5469","CMR",2013,668853
"5470","COD",2013,1019046
"5471","COG",2013,627323
"5472","COK",2013,2
"5473","COL",2013,363921
"5474","COM",2013,109574
"5475","CPV",2013,41092
"5476","CRI",2013,57888
"5477","CUB",2013,458665
"5478","CUW",2013,14810
"5479","CYM",2013,8717
"5480","CYP",2013,15568
"5481","CZE",2013,90745
"5482","DEU",2013,72459
"5483","DJI",2013,134866
"5484","DMA",2013,36979
"5485","DNK",2013,20816
"5486","DOM",2013,134576
"5487","DZA",2013,433705
"5488","ECU",2013,175384
"5489","EGY",2013,546340
"5490","ERI",2013,715783
"5491","ESH",2013,104503
"5492","ESP",2013,47422
"5493","EST",2013,66486
"5494","ETH",2013,822589
"5495","FIN",2013,16616
"5496","FJI",2013,72830
"5497","FRA",2013,48545
"5498","GAB",2013,139304
"5499","GBR",2013,66787
"5500","GEO",2013,376670
"5501","GHA",2013,365119
"5502","GIB",2013,3374
"5503","GIN",2013,637727
"5504","GMB",2013,329486
"5505","GNB",2013,242916
"5506","GNQ",2013,109923
"5507","GRC",2013,41907
"5508","GRD",2013,30529
"5509","GTM",2013,196883
"5510","GUY",2013,60323
"5511","HKG",2013,29419
"5512","HND",2013,191493
"5513","HRV",2013,220666
"5514","HTI",2013,198012
"5515","HUN",2013,83203
"5516","IDN",2013,120054
"5517","IND",2013,427979
"5518","IRL",2013,38042
"5519","IRN",2013,773578
"5520","IRQ",2013,909744
"5521","ISL",2013,8787
"5522","ISR",2013,146006
"5523","ITA",2013,48356
"5524","JAM",2013,90826
"5525","JOR",2013,387247
"5526","JPN",2013,32840
"5527","KAZ",2013,269311
"5528","KEN",2013,387769
"5529","KGZ",2013,307502
"5530","KHM",2013,141720
"5531","KIR",2013,7687
"5532","KNA",2013,14628
"5533","KOR",2013,106848
"5534","KWT",2013,189113
"5535","LAO",2013,70801
"5536","LBN",2013,387032
"5537","LBR",2013,545661
"5538","LBY",2013,397337
"5539","LCA",2013,54533
"5540","LKA",2013,594257
"5541","LSO",2013,33722
"5542","LTU",2013,81187
"5543","LUX",2013,4
"5544","LVA",2013,121645
"5545","MAC",2013,6779
"5546","MAR",2013,343480
"5547","MCO",2013,5415
"5548","MDA",2013,243633
"5549","MDG",2013,96856
"5550","MDV",2013,37449
"5551","MEX",2013,162382
"5552","MHL",2013,13238
"5553","MKD",2013,153561
"5554","MLI",2013,507752
"5555","MLT",2013,8789
"5556","MMR",2013,434826
"5557","MNE",2013,130145
"5558","MNG",2013,201727
"5559","MOZ",2013,67823
"5560","MRT",2013,272936
"5561","MUS",2013,92773
"5562","MWI",2013,82077
"5563","MYS",2013,93435
"5564","NAM",2013,75143
"5565","NER",2013,252854
"5566","NGA",2013,704420
"5567","NIC",2013,106008
"5568","NIU",2013,1597
"5569","NLD",2013,39243
"5570","NOR",2013,24072
"5571","NPL",2013,330361
"5572","NZL",2013,19589
"5573","OMN",2013,13129
"5574","PAK",2013,709648
"5575","PAN",2013,22295
"5576","PER",2013,248004
"5577","PHL",2013,220607
"5578","PLW",2013,8791
"5579","PNG",2013,8955
"5580","POL",2013,134322
"5581","PRK",2013,161538
"5582","PRT",2013,24416
"5583","PRY",2013,45060
"5584","PSE",2013,680330
"5585","QAT",2013,17952
"5586","ROU",2013,194013
"5587","RUS",2013,535392
"5588","RWA",2013,604912
"5589","SAU",2013,156627
"5590","SDN",2013,896500
"5591","SEN",2013,383941
"5592","SGP",2013,60577
"5593","SLB",2013,32141
"5594","SLE",2013,513364
"5595","SLV",2013,230705
"5596","SMR",2013,2
"5597","SOM",2013,1053032
"5598","SRB",2013,477389
"5599","SSD",2013,148505
"5600","Stateless",2013,698363
"5601","STP",2013,5577
"5602","SUR",2013,26648
"5603","SVK",2013,88300
"5604","SVN",2013,27720
"5605","SWE",2013,34145
"5606","SWZ",2013,68950
"5607","SYC",2013,4984
"5608","SYR",2013,902256
"5609","TCA",2013,9737
"5610","TCD",2013,468358
"5611","TGO",2013,375355
"5612","THA",2013,108930
"5613","TIB",2013,29331
"5614","TJK",2013,195592
"5615","TKM",2013,182378
"5616","TLS",2013,25641
"5617","TON",2013,14445
"5618","TTO",2013,46128
"5619","TUN",2013,394038
"5620","TUR",2013,393762
"5621","TUV",2013,8
"5622","TZA",2013,322471
"5623","UGA",2013,417533
"5624","UKR",2013,335222
"5625","URY",2013,22512
"5626","USA",2013,130258
"5627","UZB",2013,385891
"5628","Various/Unknown",2013,381068
"5629","VCT",2013,25846
"5630","VEN",2013,218821
"5631","VNM",2013,341155
"5632","VUT",2013,2
"5633","WSM",2013,12809
"5634","YEM",2013,383490
"5635","ZAF",2013,207757
"5636","ZMB",2013,120371
"5637","ZWE",2013,371057
"5638","AFG",2014,811041
"5639","AGO",2014,391744
"5640","AIA",2014,2
"5641","ALB",2014,267565
"5642","AND",2014,10151
"5643","ARE",2014,59583
"5644","ARG",2014,79879
"5645","ARM",2014,355515
"5646","ATG",2014,39155
"5647","AUS",2014,23379
"5648","AUT",2014,14583
"5649","AZE",2014,292867
"5650","BDI",2014,600980
"5651","BEL",2014,29055
"5652","BEN",2014,202687
"5653","BFA",2014,256860
"5654","BGD",2014,554601
"5655","BGR",2014,163239
"5656","BHR",2014,105524
"5657","BHS",2014,28377
"5658","BIH",2014,286263
"5659","BLR",2014,323875
"5660","BLZ",2014,38635
"5661","BOL",2014,185395
"5662","BRA",2014,138439
"5663","BRB",2014,40755
"5664","BRN",2014,4
"5665","BTN",2014,148149
"5666","BWA",2014,55321
"5667","CAF",2014,513914
"5668","CAN",2014,67475
"5669","CHE",2014,10605
"5670","CHL",2014,119917
"5671","CHN",2014,516727
"5672","CIV",2014,776759
"5673","CMR",2014,610135
"5674","COD",2014,1063483
"5675","COG",2014,624835
"5676","COK",2014,2
"5677","COL",2014,363549
"5678","COM",2014,100737
"5679","CPV",2014,46513
"5680","CRI",2014,37614
"5681","CUB",2014,446774
"5682","CUW",2014,6177
"5683","CYM",2014,8717
"5684","CYP",2014,18940
"5685","CZE",2014,80965
"5686","DEU",2014,75282
"5687","DJI",2014,167773
"5688","DMA",2014,12969
"5689","DNK",2014,26941
"5690","DOM",2014,144047
"5691","DZA",2014,425346
"5692","ECU",2014,168212
"5693","EGY",2014,570990
"5694","ERI",2014,721971
"5695","ESH",2014,101890
"5696","ESP",2014,71011
"5697","EST",2014,75194
"5698","ETH",2014,896325
"5699","FIN",2014,11201
"5700","FJI",2014,74207
"5701","FRA",2014,60940
"5702","GAB",2014,137929
"5703","GBR",2014,56329
"5704","GEO",2014,408177
"5705","GHA",2014,399873
"5706","GIB",2014,3374
"5707","GIN",2014,600652
"5708","GLP",2014,875
"5709","GMB",2014,343030
"5710","GNB",2014,226865
"5711","GNQ",2014,124570
"5712","GRC",2014,77888
"5713","GRD",2014,33095
"5714","GTM",2014,152175
"5715","GUY",2014,56297
"5716","HKG",2014,15838
"5717","HND",2014,176475
"5718","HRV",2014,196200
"5719","HTI",2014,216699
"5720","HUN",2014,126742
"5721","IDN",2014,180718
"5722","IND",2014,475826
"5723","IRL",2014,46747
"5724","IRN",2014,788881
"5725","IRQ",2014,922503
"5726","ISL",2014,5417
"5727","ISR",2014,163577
"5728","ITA",2014,57353
"5729","JAM",2014,110148
"5730","JOR",2014,334396
"5731","JPN",2014,33973
"5732","KAZ",2014,288212
"5733","KEN",2014,350823
"5734","KGZ",2014,331663
"5735","KHM",2014,146289
"5736","KIR",2014,5417
"5737","KNA",2014,24878
"5738","KOR",2014,102556
"5739","KWT",2014,208151
"5740","LAO",2014,73634
"5741","LBN",2014,456234
"5742","LBR",2014,619886
"5743","LBY",2014,510361
"5744","LCA",2014,57556
"5745","LKA",2014,625614
"5746","LSO",2014,47283
"5747","LTU",2014,72200
"5748","LUX",2014,3376
"5749","LVA",2014,115232
"5750","MAC",2014,10601
"5751","MAR",2014,320865
"5752","MCO",2014,14130
"5753","MDA",2014,177744
"5754","MDG",2014,121300
"5755","MDV",2014,42703
"5756","MEX",2014,174871
"5757","MHL",2014,14130
"5758","MKD",2014,206449
"5759","MLI",2014,556619
"5760","MLT",2014,6752
"5761","MMR",2014,450306
"5762","MNE",2014,134956
"5763","MNG",2014,234105
"5764","MOZ",2014,88736
"5765","MRT",2014,287948
"5766","MUS",2014,80382
"5767","MWI",2014,73867
"5768","MYS",2014,97788
"5769","NAM",2014,96870
"5770","NER",2014,218100
"5771","NFK",2014,2
"5772","NGA",2014,783924
"5773","NIC",2014,136143
"5774","NIU",2014,7922
"5775","NLD",2014,44220
"5776","NOR",2014,19621
"5777","NPL",2014,323528
"5778","NZL",2014,20384
"5779","OMN",2014,33134
"5780","PAK",2014,763258
"5781","PAN",2014,30092
"5782","PER",2014,228985
"5783","PHL",2014,300996
"5784","PLW",2014,3380
"5785","PNG",2014,12256
"5786","POL",2014,105538
"5787","PRK",2014,171889
"5788","PRT",2014,28381
"5789","PRY",2014,60275
"5790","PSE",2014,781613
"5791","QAT",2014,25646
"5792","ROU",2014,208061
"5793","RUS",2014,568229
"5794","RWA",2014,606758
"5795","SAU",2014,187306
"5796","SDN",2014,873001
"5797","SEN",2014,437124
"5798","SGP",2014,51539
"5799","SLB",2014,19686
"5800","SLE",2014,493939
"5801","SLV",2014,287227
"5802","SMR",2014,2
"5803","SOM",2014,1058763
"5804","SRB",2014,421158
"5805","SSD",2014,234621
"5806","Stateless",2014,728961
"5807","STP",2014,18666
"5808","SUR",2014,35625
"5809","SVK",2014,70835
"5810","SVN",2014,40864
"5811","SWE",2014,34463
"5812","SWZ",2014,49589
"5813","SYC",2014,23124
"5814","SYR",2014,1108531
"5815","TCA",2014,1912
"5816","TCD",2014,478818
"5817","TGO",2014,464416
"5818","THA",2014,108314
"5819","TIB",2014,49636
"5820","TJK",2014,230311
"5821","TKM",2014,185174
"5822","TLS",2014,24931
"5823","TON",2014,13308
"5824","TTO",2014,30737
"5825","TUN",2014,352293
"5826","TUR",2014,427422
"5827","TUV",2014,3382
"5828","TZA",2014,318499
"5829","UGA",2014,488794
"5830","UKR",2014,524359
"5831","URY",2014,30892
"5832","USA",2014,143152
"5833","UZB",2014,458890
"5834","Various/Unknown",2014,446780
"5835","VCT",2014,44546
"5836","VEN",2014,227051
"5837","VGB",2014,2
"5838","VNM",2014,399073
"5839","VUT",2014,2
"5840","WLF",2014,2
"5841","WSM",2014,12811
"5842","YEM",2014,434750
"5843","ZAF",2014,158716
"5844","ZMB",2014,144036
"5845","ZWE",2014,374850
"5846","AFG",2015,848041
"5847","AGO",2015,354612
"5848","AIA",2015,2
"5849","ALB",2015,250393
"5850","AND",2015,14202
"5851","ARE",2015,84981
"5852","ARG",2015,92935
"5853","ARM",2015,373060
"5854","ATG",2015,34930
"5855","AUS",2015,34124
"5856","AUT",2015,5423
"5857","AZE",2015,325796
"5858","BDI",2015,654114
"5859","BEL",2015,39172
"5860","BEN",2015,214762
"5861","BFA",2015,253543
"5862","BGD",2015,564453
"5863","BGR",2015,145558
"5864","BHR",2015,117486
"5865","BHS",2015,38636
"5866","BIH",2015,297406
"5867","BLR",2015,312841
"5868","BLZ",2015,34496
"5869","BOL",2015,166891
"5870","BRA",2015,145693
"5871","BRB",2015,26630
"5872","BRN",2015,5417
"5873","BTN",2015,152885
"5874","BWA",2015,46973
"5875","CAF",2015,488133
"5876","CAN",2015,62250
"5877","CHE",2015,7235
"5878","CHL",2015,151537
"5879","CHN",2015,468459
"5880","CIV",2015,825196
"5881","CMR",2015,679100
"5882","COD",2015,1039535
"5883","COG",2015,632696
"5884","COK",2015,2
"5885","COL",2015,351773
"5886","COM",2015,92174
"5887","CPV",2015,44526
"5888","CRI",2015,44895
"5889","CUB",2015,452142
"5890","CUW",2015,6177
"5891","CYM",2015,8717
"5892","CYP",2015,18909
"5893","CZE",2015,94946
"5894","DEU",2015,74165
"5895","DJI",2015,166289
"5896","DMA",2015,33531
"5897","DNK",2015,28978
"5898","DOM",2015,150541
"5899","DZA",2015,454143
"5900","ECU",2015,206584
"5901","EGY",2015,560726
"5902","ERI",2015,746882
"5903","ESH",2015,115276
"5904","ESP",2015,69854
"5905","EST",2015,70595
"5906","ETH",2015,849976
"5907","FIN",2015,13242
"5908","FJI",2015,61825
"5909","FRA",2015,92712
"5910","FSM",2015,8717
"5911","GAB",2015,140089
"5912","GBR",2015,59461
"5913","GEO",2015,411728
"5914","GHA",2015,461140
"5915","GIB",2015,3374
"5916","GIN",2015,573174
"5917","GLP",2015,4085
"5918","GMB",2015,349105
"5919","GNB",2015,202036
"5920","GNQ",2015,96565
"5921","GRC",2015,78937
"5922","GRD",2015,32890
"5923","GTM",2015,210507
"5924","GUY",2015,55395
"5925","HKG",2015,29531
"5926","HND",2015,285035
"5927","HRV",2015,174666
"5928","HTI",2015,237875
"5929","HUN",2015,136653
"5930","IDN",2015,177608
"5931","IND",2015,485758
"5932","IRL",2015,28115
"5933","IRN",2015,859684
"5934","IRQ",2015,1018708
"5935","ISL",2015,5413
"5936","ISR",2015,172956
"5937","ITA",2015,63376
"5938","JAM",2015,129739
"5939","JOR",2015,416454
"5940","JPN",2015,52354
"5941","KAZ",2015,278285
"5942","KEN",2015,399031
"5943","KGZ",2015,292091
"5944","KHM",2015,185143
"5945","KIR",2015,8787
"5946","KNA",2015,43694
"5947","KOR",2015,100802
"5948","KWT",2015,228407
"5949","LAO",2015,71615
"5950","LBN",2015,498914
"5951","LBR",2015,578767
"5952","LBY",2015,423470
"5953","LCA",2015,42320
"5954","LKA",2015,646394
"5955","LSO",2015,38943
"5956","LTU",2015,77931
"5957","LUX",2015,3374
"5958","LVA",2015,113275
"5959","MAC",2015,15567
"5960","MAR",2015,399698
"5961","MCO",2015,5417
"5962","MDA",2015,211563
"5963","MDG",2015,99222
"5964","MDV",2015,36072
"5965","MEX",2015,204527
"5966","MHL",2015,14130
"5967","MKD",2015,219062
"5968","MLI",2015,586446
"5969","MLT",2015,5417
"5970","MMR",2015,405739
"5971","MNE",2015,140680
"5972","MNG",2015,220463
"5973","MOZ",2015,107839
"5974","MRT",2015,280864
"5975","MUS",2015,98652
"5976","MWI",2015,95149
"5977","MYS",2015,131339
"5978","NAM",2015,82801
"5979","NER",2015,275629
"5980","NFK",2015,2
"5981","NGA",2015,782616
"5982","NIC",2015,137725
"5983","NIU",2015,5688
"5984","NLD",2015,48835
"5985","NOR",2015,27729
"5986","NPL",2015,358828
"5987","NRU",2015,2
"5988","NZL",2015,34175
"5989","OMN",2015,53878
"5990","PAK",2015,826270
"5991","PAN",2015,51555
"5992","PER",2015,202038
"5993","PHL",2015,336568
"5994","PLW",2015,3378
"5995","PNG",2015,15925
"5996","POL",2015,99199
"5997","PRK",2015,145378
"5998","PRT",2015,63228
"5999","PRY",2015,67340
"6000","PSE",2015,815591
"6001","QAT",2015,28989
"6002","ROU",2015,206404
"6003","RUS",2015,547788
"6004","RWA",2015,608739
"6005","SAU",2015,225093
"6006","SDN",2015,922765
"6007","SEN",2015,468839
"6008","SGP",2015,48178
"6009","SJM",2015,2
"6010","SLB",2015,24077
"6011","SLE",2015,454069
"6012","SLV",2015,320057
"6013","SMR",2015,4
"6014","SOM",2015,988862
"6015","SPM",2015,2
"6016","SRB",2015,453220
"6017","SSD",2015,299322
"6018","Stateless",2015,855725
"6019","STP",2015,11894
"6020","SUR",2015,30422
"6021","SVK",2015,77265
"6022","SVN",2015,43557
"6023","SWE",2015,47297
"6024","SWZ",2015,39938
"6025","SYC",2015,42219
"6026","SYR",2015,1226988
"6027","TCA",2015,1599
"6028","TCD",2015,481140
"6029","TGO",2015,456123
"6030","THA",2015,139811
"6031","TIB",2015,37211
"6032","TJK",2015,262156
"6033","TKM",2015,191377
"6034","TLS",2015,17167
"6035","TON",2015,20952
"6036","TTO",2015,43568
"6037","TUN",2015,375534
"6038","TUR",2015,462505
"6039","TUV",2015,6
"6040","TZA",2015,335373
"6041","UGA",2015,508282
"6042","UKR",2015,523769
"6043","URY",2015,47378
"6044","USA",2015,178215
"6045","UZB",2015,443751
"6046","Various/Unknown",2015,369935
"6047","VCT",2015,26313
"6048","VEN",2015,281029
"6049","VNM",2015,397799
"6050","VUT",2015,4
"6051","WLF",2015,2
"6052","WSM",2015,3824
"6053","YEM",2015,642818
"6054","ZAF",2015,212434
"6055","ZMB",2015,179670
"6056","ZWE",2015,363061
"6057","AFG",2016,905013
"6058","AGO",2016,430667
"6059","AIA",2016,2
"6060","ALB",2016,319322
"6061","AND",2016,5419
"6062","ARE",2016,54297
"6063","ARG",2016,92129
"6064","ARM",2016,357625
"6065","ASM",2016,5413
"6066","ATG",2016,38887
"6067","AUS",2016,43691
"6068","AUT",2016,16901
"6069","AZE",2016,374936
"6070","BDI",2016,706954
"6071","BEL",2016,38554
"6072","BEN",2016,222932
